source,patent_id,publication_number,title,abstract,assignee,inventors,publication_date,filing_date,country,source_url,keywords,candidate_application_areas,ipc_codes,cpc_codes,claims_excerpt,patent_family,citation_count
EPO,EP2192216A1,EP2192216A1,Piezoelectric actuator for jacquard thread-guide bars of textile machines,"A piezoelectric actuator for jacquard thread-guide bars for warp-knitting textile machines, comprising a mounting body (6) singularly dedicated to the piezoelectric actuator (3) and onto which one piezoelectric body (8) is mounted, said piezoelectric body (8), a plurality of interface electric contacts (9) operatively connected to the piezoelectric body (8), and a connecting portion (10) apt to interface with a thread-guide portion, the mounting body (6) being configured and predisposed for being able to be removably engaged into a housing seat (5) of a supporting body (7) of a jacquard bar and to carry out an individual and removable mounting of the actuator onto the supporting body (7).",SANTONI & C SPA,LONATI TIBERIO,2010-06-02,2009-11-13,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2192216A1&KC=A1,piezoelectric,textile energy harvesting,D04B27/02,D04B27/02,,,
EPO,EP3639281A1,EP3639281A1,Stretchable conductors,"A stretchable conductor includes a substrate with a first major surface and an elongate wire, wherein the substrate is an elastomeric material, the elongate wire is on the first major surface of the substrate, the wire includes a first end and a second end, and further includes at least one arcuate region between the first end and the second end. At least one portion of the arcuate region of the wire in the region has a first surface area portion embedded in the surface of the substrate and a second surface area portion unembedded on the substrate and exposed in an amount sufficient to render at least an area of the substrate in the region electrically conductive. The unembedded second surface portion of the arcuate region may lie above or below a plane of the substrate. Additionally, different methods of preparing said stretchable conductor are disclosed. Composite articles including said stretchable conductor in durable electrical contact with a conductive fabric are also disclosed.",3M INNOVATIVE PROPERTIES CO,MAHAJAN ANKIT; ZHU JAMES; SHAH SAAGAR A; PEKUROVSKY MIKHAIL L; KRISHNAN VIVEK; REDDY KEVIN T; WALKER CHRISTOPHER B JR; KROPP MICHAEL A; MEYERS KARA A; GOEDDEL TERESA M; METZLER THOMAS J; KEMLING JONATHAN W; BARTON ROGER W,2020-04-22,2018-06-07,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3639281A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,H01B7/06; A41D1/00,H01B13/008; H01B13/0013; H01B7/06; H01B7/0225; H05K1/0283; H05K2201/0133; H05K3/20; H05K3/103; H01B7/0846; B29C70/885; Y10T29/49162; B32B3/20; B32B2264/0214; B32B2307/51; B32B25/02; B32B27/08; B32B2264/105; B32B2605/08; B32B3/08; B32B2307/41; B32B2551/00; B32B25/14; B32B5/026; B32B2457/14; B32B2307/714; B32B2307/734; B32B2307/206; B32B27/18; B32B2307/7265; B32B27/36; B32B2307/414; B32B2605/18; B32B2307/202; B32B25/12; B32B2270/00; B32B25/20; B32B2437/00; B32B2264/108; B32B27/365; B32B2307/732; B32B2457/12; B32B5/06; B32B2264/102; B32B2307/752; B32B27/32; B32B2457/20; B32B27/28; B32B2307/738; B32B2307/548; B32B5/022; B32B25/08; B32B27/12; B32B25/10; B32B2605/003; B32B7/12; B32B2535/00; B32B5/024; B32B25/16; B32B2264/104; B32B27/20; B32B2307/4026; B32B2307/54; B32B7/06; B32B2274/00; B32B2264/101; B32B5/26; B32B2307/412; B32B2307/748,,,
EPO,EP3185068A1,EP3185068A1,Manufacturing of a curved switchable filter,"A method of making a curved switchable filter is provided comprising forming a liquid-crystal cell, wherein forming the liquid-crystal cell comprises: forming a first transparent conductive electrode layer on a first optically-transparent flexible glass layer; bending the first optically-transparent flexible glass layer such that the first optically-transparent flexible glass layer is curved; disposing a liquid-crystal mixture on the transparent conductive electrode layer of the curved first optically-transparent flexible glass layer; forming a second transparent conductive electrode layer on a second optically-transparent flexible glass layer; and attaching the second optically-transparent flexible glass layer to the curved first optically-transparent flexible glass layer such that the second optically-transparent flexible glass layer is curved, wherein the first transparent conductive electrode layer, the second transparent conductive electrode layer, and the liquid-crystal mixture are disposed between the first optically-transparent flexible glass layer and the second optically-transparent flexible glass layer.",3M INNOVATIVE PROPERTIES CO,MAGNUSSON KRISTINA M; BILLINGSLEY BRITTON G; JAREFORS KENNETH; ZURAVSKAJA LARISSA; MANSKE JOY L,2017-06-28,2013-11-25,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3185068A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,G02C7/10; A61F9/04; A61F9/06; B29C65/14; G02B5/20; B32B38/18; B29C65/48; G02F1/13; G02F1/1333; B29C65/00,G02F1/13471; G02F1/1333; A61F9/023; B29C65/1406; B32B37/153; B23K9/322; A41D13/1184; B32B2551/00; B32B38/1866; B29C66/81471; G02F2201/56; G02F1/133528; G02F1/13318; B29C65/4845; G02F1/1396; G02F1/133305; G02F1/13439; G02F1/1341; B29C66/836; B29C66/81421; B29C66/81264; B29C66/301; G02C7/101; A61F9/067; G02F1/1398,,,
EPO,EP2407010A1,EP2407010A1,Laminate reflective and electroluminescent article,"An electroluminescent article is described, wherein the article includes one or more electroluminescent structures, which may in some embodiments be discontinuous from each other. The article further includes one or more retroreflective structures and, optionally, a removable carrier film disposed over the electroluminescent structures and the retroreflective structures. In some embodiments, the retroreflective structures may be disposed at least partially in the light path capable of being emitted by one or more of the electroluminescent structures. Exemplary articles may, optionally, include connectors between electroluminescent structures that comprise conductive adhesive. Exemplary articles according to the present disclosure may be disposed in roll form. The present disclosure also includes methods for making such articles.",3M INNOVATIVE PROPERTIES CO,HEHENBERGER RODNEY K,2012-01-18,2010-02-23,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2407010A1&KC=A1,electroluminescent; textile electronics,wearable health monitoring; smart textiles,H05B33/12; A41D13/01,A41D13/01; Y10T428/24322; H05B33/12; Y10T428/24273,,,
EPO,EP3704720A1,EP3704720A1,Thermally conductive electrical insulation material,"A thermally conductive, electrical insulating nonwoven material is described that comprises 20 wt.% - 50 wt.% organic components, wherein the organic components comprise wherein the organic components comprise organic drawn fibers, organic bi-component binder fibers, and a polymer latex binder comprising at least one of an acrylic latex, an acrylic copolymer latex, a nitrile latex, and a styrene latex; and 50 wt.% - 80 wt.% inorganic components wherein the inorganic components comprise a blend of thermally conductive fillers and clay. The organic bi-component binder fibers have a polymeric core and a sheath layer surrounding the polymeric core wherein the sheath layer has a lower melting point than the core.",3M INNOVATIVE PROPERTIES CO,HUANG MITCHELL T; TURPIN ROBERT H,2020-09-09,2018-10-22,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3704720A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,B32B27/12; D04H1/587; D04H1/64; H01B3/48; C09K5/14; D04H1/65; D04H1/413; D04H1/541,D04H1/5418; D04H1/5412; C08L2207/53; C09K5/14; C08L25/14; D04H1/587; C08L2201/52; C08J5/18; C08L2203/20; C08L33/062; B32B5/022; H01B3/002; C08J2325/14; B32B2262/0276; C08J2481/02; B32B2307/302; C08L2205/025; C08L2205/03; D10B2331/04; C08L2205/16; B32B27/12; C08L2203/16; D04H1/413; D10B2331/301; C08J2467/00; H01B3/48; B32B2250/40; D04H1/64; D04H1/65; C08J2333/04; H01B3/485,,,
EPO,EP1120489A1,EP1120489A1,Method of bonding waterproof fabrics,"The present invention provides a method for bonding waterproof fabrics, while sewing fabrics that are waterproofed with a resin film, which comprises providing a hot-melt adhesive layer between waterproof fabrics, sewing a portion to be bonded, holding the sewed portion between a pair of metal electrodes curved in a circular arc form, and high-frequency heating the hot-melt resin adhesive so that the resin adhesive is melt bonded. The bonding method can uniformly bond the sewed portion and provide excellent waterproofness to the entire sewed portion even when the sewed portion is curved in a plane or three dimensionally, or the thickness of the sewed portion partially differs as in the collar portion, the sleeve portion or crotch portion of clothing. Moreover, the sewed portion has an excellent bonding strength, and a sewed article that does not become hard can be obtained.",ASAHI CHEMICAL IND,YASUE MASAHARU; KAMIYA MASAMI,2001-08-01,1998-12-15,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1120489A1&KC=A1,electrodes; textile electronics,thermal sensing,D06H5/00; B29L9/00; A41D27/24; B29C65/72; B29L7/00; B29C65/50; B29C65/04; B29C65/62; A43B7/12; D05B1/26; B29C65/40; B29C65/00,B29C66/1122; A43B7/12; A41D27/245; B29C66/81423; B29C66/8163; B29L2031/4842; B29C66/81422; B29C66/7292; B29C66/135; B29C66/8322; B29C65/5057; B29C65/72; B29C66/431; B29C65/62; B29C65/08; B29C66/43; B29K2313/02; B29C65/5021; B29C66/72343; B29K2995/0069; B29C66/112; B29C65/04; B29C66/73187; B29C66/80; D06H5/00; B29C65/4815; B29C66/301; B29C66/71,,,
EPO,EP0577724B1,EP0577724B1,Electroless plated aramid surfaces,Conductive fibers of a combination of aramid and polyvinyl pyrrolidone (PVP) are disclosed having a strongly bonded metal coating applied by electroless plating. PVP increases adhesion of the fiber surface to the electroless plating. The preferred aramid is poly(p-phenylene terephthalamide).,DU PONT,BURCH ROBERT RAY JR; GOULD RICHARD; LEE KIU-SEUNG; PHILLIPS BRIAN ROSS,1996-07-31,1992-03-25,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=0577724B1&KC=B1,conductive fiber,wearable health monitoring; smart textiles,D06M101/16; C23C18/16; C23C18/30; D06M101/18; C23C18/34; D06M11/83; D06M101/34; C23C18/40; C08L77/10; D06M101/00; C08L77/00; C23C18/44; D06M11/00; D06M101/36,Y10T428/2938; D06M11/83; Y10T428/2969; Y10T428/294; C23C18/285; Y10T428/2958; C23C18/30; C23C18/1658; C08L77/10; C23C18/1641,,,
EPO,EP0673451B1,EP0673451B1,Process for electrolessly plating aramid fibers,A process is disclosed for making metal plated PPD-T fibers wherein the plating is durable and highly conductive.,DU PONT,GABARA VLODEK; HSU CHE-HSIUNG; TOKARSKY EDWARD WILLIAM,1996-10-09,1993-12-02,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=0673451B1&KC=B1,conductive; textile electronics,wearable health monitoring; smart textiles,D06M11/00; C23C18/24; D06M101/34; C23C18/28; D06M11/83; D06M101/36; D06M101/30; D06M101/00; D06M101/16,D06M11/83; C23C18/24,,,
EPO,EP0434325A1,EP0434325A1,Control of opacity of a moving non-woven sheet,A method to control the opacity of sheet formed of nonwoven material involves providing a computer with a steam pressure measurement from each of two steam heated palmer bonders. One pressure sensor from the first bonder drum and one from the second bonder drum provide signals used to control steam pressure and thus temperature of each bonder drum&#39;s surface. A signal indicating temperature of the surface of each drum and a measurement of speed are also collected by the computer/controller. The fundamental control signal is provided to the computer from an opacity sensor device which is compared to an opacity aim and then steam pressure to the bonder drum is adjusted to minimize any error signal between opacity aim measured opacity.,DU PONT,HELLENGUARD HANH PHAN; KOTH LAWRENCE JOHN; VAUGHAN DONALD THOMAS,1991-06-26,1990-12-17,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=0434325A1&KC=A1,pressure sensor,pressure sensing; thermal sensing,D04H1/54; B29C63/02; D04H13/02; D06B3/10; G01N15/08; D21F7/00; G01N25/02,Y10S162/10; D04H1/54,,,
EPO,EP1841903B1,EP1841903B1,Electroblowing web formation process,"An improved electroblowing process is provided for forming a fibrous web of nanofibers wherein polymer stream is issued from a spinning nozzle in a spinneret with the aid of a forwarding gas stream, passes an electrode and a resulting nanofiber web is collected on a collector. The process includes applying a high voltage to the electrode and grounding the spinneret such that an electric field is generated between the spinneret and the electrode of sufficient strength to impart an electrical charge on the polymer as it issues from the spinning nozzle.",DU PONT,ARMANTROUT JACK EUGENE; JOHNSON BENJAMIN SCOTT; BRYNER MICHAEL ALLEN,2011-12-14,2005-12-27,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1841903B1&KC=B1,electrode; textile electronics,wearable health monitoring; smart textiles,B29C48/30; D04H1/728; D01D5/00,D01D5/0985; D01D5/0092; D01D5/0023; D01D5/0038; D01D5/0069; D04H1/56; D01D5/00; B82Y40/00,,,
EPO,EP1834020A2,EP1834020A2,Improved electroblowing web formation process,"An improved electroblowing process is provided for forming a fibrous web of nanofibers wherein polymer stream is issued from a spinning nozzle in a spinneret with the aid of a forwarding gas stream, passes an electrode and a resulting nanofiber web is collected on a collector. The process includes applying a high voltage to the spinneret and grounding the electrode such that an electric field is generated between the spinneret and the electrode of sufficient strength to impart an electrical charge on the polymer as it issues from the spinning nozzle.",DU PONT,ARMANTROUT JACK EUGENE; ARMSTRONG JOHN EDWARD; JOHNSON BENJAMIN SCOTT; BRYNER MICHAEL ALLEN,2007-09-19,2005-12-27,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1834020A2&KC=A2,electrode; textile electronics,wearable health monitoring; smart textiles,D01F9/22; D01D5/098; D04H3/03; D04H3/16; D01D5/00; D04H1/56,D01D5/00; D04H1/728; B82Y40/00; D04H1/56; D04H3/03; D04H3/16; D01D5/0069; D01F6/66; D01D5/0092,,,
EPO,EP3613406A1,EP3613406A1,Composition for coating formation,"Provided is a method for forming a good fibrous coating on a target surface even in a high-humidity environment when electrostatically spraying is performed directly on the target surface such as skin. A composition for forming a coating of fibers on a target object by electrostatic spraying, comprising the following components (a), (b), (c) and (d) : (a) 1 mass% or more and 45 mass% or less of a polymer having a film-forming ability; (b) 45 mass% to 95 mass% of one or more volatile substances selected from the group consisting of an alcohol and a ketone; (c) a conductivity controlling agent to control the conductivity of the composition to 8 µS/cm or more and 300 µS/cm or less; and (d) 0.2 mass% or more and 25 mass% or less of water.",KAO CORP,HIRANO TAKAHIRO; TOHJO TAKEHIKO; YOSHINO TATSUYA,2020-02-26,2018-04-19,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3613406A1&KC=A1,conductivity; textile electronics,wearable health monitoring; smart textiles,A61K8/898; A61K8/44; A61Q1/00; A61K8/64; A61K8/02; A61K8/81; A61K8/87; D06M15/15; A61K8/41; D06M13/252; A61K8/34; A61K8/85; A61K8/35,D06M13/12; D06M15/564; A61K8/8129; A61Q1/00; A61K8/416; D06M13/144; A61K2800/87; A61K8/442; A45D34/04; A45D2200/057; A61K2800/596; A61K2800/83; A61K8/34; D06M15/39; A61K8/87; A61K8/35; A61K8/44; A61K8/81; A61K8/8111; A61K8/89; D06M15/15; D06M13/252; A61K8/85; D01D5/0084; B05B5/0538; B05B5/035; A61K2800/805; A61K8/046,,,
EPO,EP3862468A1,EP3862468A1,Coating production device,"The present invention provides an apparatus with which it is possible to easily form a coating made of deposits of fibers. Specifically, the present invention provides an apparatus (1) for producing a coating that includes an electrostatic spraying section (PI) that includes a housing (10). The housing (10) is internally provided with a nozzle (16), an electrode (20), an air-flow generating section (21), a hollow section (22), and an air jetting opening (24). The hollow section (22) is located between the nozzle (16) and the air-flow generating section (21) and is adjacent to the air-flow generating section (21). The hollow section (22) is adjacent to the air jetting opening (24). The housing (10) is configured to be capable of being held by a human hand. When the electrostatic spraying section (PI) is viewed in a liquid composition discharge direction, a tip of the nozzle (16) is located at a frontmost end portion of the electrostatic spraying section (PI).",KAO CORP,ISHIDA TAKUYA; FUKUDA IKUO; HIRANO TAKAHIRO; TOJO TAKEHIKO,2021-08-11,2019-10-03,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3862468A1&KC=A1,electrode; textile electronics,wearable health monitoring; smart textiles,D04H1/728; B05D1/04; D01D5/04,B05B5/1608; B05B5/03; B05B5/025; B05D1/04; D04H1/728; D01D5/0069; D01D5/0084; D01D5/0007; B05D1/06,,,
EPO,EP3031959A1,EP3031959A1,"Nanofiber production apparatus, nanofiber production method, and nanofiber molded body","A nanofiber producing apparatus 10 includes a spinning solution jetting means 11 having a conductive nozzle 13 for jetting a stock spinning solution for nanofiber production, an electrode 14 located away from the nozzle 13, a voltage generating means 101 generating a voltage between the nozzle 13 and the electrode 14, an air jetting means 15 located at such a position as to direct an air jet between the nozzle 13 and the electrode 14, and a nanofiber collecting means. The voltage generating means 101 generates a voltage so that the nozzle 13 serves as a positive pole and the electrode 14 as a negative pole. The electrode 14 is covered, on almost the entire area of its side facing the nozzle 13, with a covering 17 having a dielectric exposed on the surface thereof. The dielectric exposed on the surface of the covering has a thickness of 0.8 mm or greater.",KAO CORP,TOYODA KOJI; KODAMA SHINJI; TOJO TAKEHIKO; IWANE KENJI; ONDA TOMOHIRO,2016-06-15,2014-08-07,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3031959A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,D04H1/728; D01D5/04; D01D5/00; C08B37/00,D01D5/0069; D04H1/728; C08B37/0018; D01D5/0092; D01D5/0076,,,
EPO,EP2176457A2,EP2176457A2,Conductive webs,"Conductive nonwoven webs are disclosed. The nonwoven webs contain pulp fibers combined with conductive fibers. In one embodiment, the webs are made in a wetlaid tissue making process.",KIMBERLY CLARK CO,NHAN DAVIS-DANG H; SHUKOSKI DUANE JOSEPH; REKOSKE MICHAEL J,2010-04-21,2008-06-25,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2176457A2&KC=A2,conductive fiber,wearable health monitoring; smart textiles,D21H13/50; D21H13/48; D04H3/00; D21H13/10; D04H1/42; D04H1/40; D21H13/36,D21H13/48; Y10T428/2918; D04H1/4234; Y10T442/696; Y10T442/608; Y10T442/664; Y10T442/609; D21H13/50; Y10T428/30; Y10T428/249945; D04H1/425; D21H13/36; D21H13/10; D04H1/4242; Y10T442/668; D04H1/43835,,,
EPO,EP1633213A1,EP1633213A1,A variable resistance cord connector,"A wearable garment having a pair of conductive cords incorporates an easily operated manual interconnect device, which enables a user wearing the garment to operate different interconnect devices requiring different input voltage levels using a common power source. Through a releasable locking action by the user, the electronic device is electrically coupled to the conductive cords, which is in turn coupled to a power source. By merely coupling an external electronic device to the conductive cords, an appropriate input voltage level of the connected device is detected based on the amount of tension experienced by the conductive cords.",KONINKL PHILIPS ELECTRONICS NV,MARMAROPOULOS GEORGE; VU GIANG,2006-03-15,2004-06-01,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1633213A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,A41D1/00; H01R13/24,A41D1/002; A41D1/005; G06F1/163; G06F1/26; H01R13/24; A41D1/00; G01D5/165; H01R29/00,,,
EPO,EP2053963A2,EP2053963A2,Dynamic body state display device,"Dynamic body state display device, which is wearable by a person on the body and which is at least partly flexible, wherein the device comprises a dynamic body state sensor for measuring the dynamic body state, a storage arrangement for storing information specifying dynamic body state ranges, a processing circuit configured to process the measured dynamic body state and determine the corresponding dynamic body state range, and an at least partly flexible structure, that can be worn on the body, wherein the at least partly flexible structure comprises a display for visually indicating said corresponding dynamic body state range.",KONINKL PHILIPS ELECTRONICS NV,MERCIER VIRGINIE; ASVADI SIMA,2009-05-06,2007-08-10,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2053963A2&KC=A2,circuit; textile electronics,wearable health monitoring; smart textiles,A61B5/024; A41D13/12,A61B5/742; A61B5/02438; A61B5/7445; A41D1/002,,,
EPO,EP1626631A1,EP1626631A1,Conductive buttonhole interconnect,"A wearable garment, usable by athletes, workers, and the elderly or infirm, incorporates an easily operated manual interconnect device, so that a user wearing the garment can operate the interconnect device by merely coupling a connector, which is in turn coupled to a power source or external electronic device. Through a releasable locking action by the user, the connector is electrically coupled to the interconnect device, which is coupled to a fabric circuit integrated in the garment, such that operation of a locking action activates related ancillary equipment such as power supplies or electronic devices.",KONINKL PHILIPS ELECTRONICS NV,MARMAROPOULOS GEORGE; VU GIANG; MAMA JACK KYRIAKOS,2006-02-22,2004-05-13,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1626631A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,A41D1/00; G06F1/16; H04R5/02; H01R13/11,G06F1/163; H01R4/58; H01R13/11; H04R2201/023; A61B5/6804; H04R5/023; G09F21/02; A41D13/1245; A41D1/005; Y10S2/905,,,
EPO,EP1642308A2,EP1642308A2,A proportional input interface,"There is provided a flexible, lightweight high-performance proportional input interface ( 10 ) cooperative with a textile garment or upholstery as well as with any of a variety of different electronics ( 50 ) without compromising the comfort and/or durability of the textile ( 1 ). The proportional input interface ( 10 ) has one or more areas of a conductive elastomeric material ( 20 ) that cooperate with an actuator ( 30 ) to translate and/or communicate intuitive user input proportionally to the one or more areas of conductive elastomeric material ( 20 ) such that the user input can be converted and/or altered into a signal suitable for accomplishing one more complicated functions and/or operations associated with various electronic devices and/or systems ( 50 ).",KONINKL PHILIPS ELECTRONICS NV,MARMAROPOULOS GEORGE; MAMA JACK KYRIAKOS; VU GIANG T,2006-04-05,2004-06-28,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1642308A2&KC=A2,conductive; textile electronics,sports performance monitoring,G06F3/033; G06F3/0338; A41D1/00; H01H25/00; H01H13/702; H01H13/785; G01L5/22,H01H2203/0085; A41D1/002; H01H2201/032; H01H13/704; H01H13/702; H01H25/002; H01H2201/036; H01H2201/02; G01L5/22; H01H2203/01; H01H13/785; H01H13/70; H01H25/04; A41D1/00,,,
EPO,EP2547952A2,EP2547952A2,Light-emitting textile-based architectural element,"A light-emitting textile-based architectural element (1), comprising a frame (4); and a first textile sheet (5) being tensioned by the frame (4) to cover an area defined by the frame (4). The first textile-sheet (5) is a light-emitting electronic textile comprising a textile substrate (6) having a preformed conductor pattern (7a-b); and a plurality of light sources (8) attached to the textile substrate (6) in such a way that each light source (8) is electrically connected to the conductor pattern (7a-b).",KONINKL PHILIPS ELECTRONICS NV,CORNELISSEN HUGO JOHAN; BHATTACHARYA RABIN; ZEPER WOUTER BASTIAAN,2013-01-23,2011-03-10,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2547952A2&KC=A2,electronic textile; textile electronics,wearable health monitoring; smart textiles,D03D15/00; F21S8/00; F21V1/14; H05K1/00; F21S4/00; F21Y105/00; F21Y103/00; F21Y113/00; F21Y101/02,F21Y2113/13; H05K2201/029; F21Y2103/10; F21S8/04; F21Y2115/10; F21S8/033; F21Y2105/10; F21V7/0008; H05K2201/2018; H05K2201/10106; F21S4/20; H05K1/038; F21V1/14,,,
EPO,EP1891254A2,EP1891254A2,A fully textile electrode lay-out allowing passive and active matrix addressing,"A textile is formed from interwoven electrically conductive and non- conductive yarns to provide an array of connection points on one or both surfaces of the textile, facilitating the connection of electronic components to the surface of the textile, in an array. The textile comprises a multi-layer warp having electrically conductive and non-conductive yarns and a weft having electrically conductive and non-conductive yarns. At least some of the electrically conductive weft yarns cross selected electrically conductive warp yarns without electrical contact therebetween by being separated from the electrically conductive warp yarns by at least one non-conductive warp yarn in each layer of the multi-layer warp. Loops formed by the electrically conductive weft yarns provide electrical connection points together with proximal portions of electrically conductive warp yarns.",KONINKL PHILIPS ELECTRONICS NV,VAN BRUGGEN MICHEL; KRANS MARTIJN; ASVADI SIMA; WILDERBEEK JOHANNES,2008-02-27,2006-05-30,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1891254A2&KC=A2,textile electrode; conductive yarn,wearable health monitoring; smart textiles,D03D11/00; A41D13/00,H05K1/189; H05K2201/029; D03D1/0088; H05K1/038; H05K2201/0281; D03D11/00; D10B2401/16; H05K1/0283,,,
EPO,EP1481365A1,EP1481365A1,Fabric antenna for tags,"A method and system for providing a RFID transponder (200) having a fabric antenna (50). The system including a radio frequency (RF) transponder, the transponder having a housing (30), an RF circuit (5) enclosed in said housing, and a fabric antenna coupled to the RF circuit. The method of fabricating a radio frequency (RF) transponder including the steps of enclosing an RF circuit in a housing, forming a fabric antenna and coupling the fabric antenna to the RF circuit.",KONINKL PHILIPS ELECTRONICS NV,VAN HEERDEN CLIVE R; MARMAROPOULOS GEORGE,2004-12-01,2003-02-25,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1481365A1&KC=A1,antenna; textile electronics,wearable communications,A41D1/00; G06K19/04; H01Q1/38; G06K19/077; H04B1/59; H01Q1/27; G06K19/07; G01S19/35,G06K19/07758; G06K19/04; G06K19/027; G06K19/077; A41D1/002; G06K19/07749; H01Q1/273,,,
EPO,EP1697791A1,EP1697791A1,Woven material and display device constructed therefrom,"Woven material comprises a first set of electrically conductive elements and a second set of hollow fibres, the hollow fibres containing electrophoretic material. The electrically conductive elements may be substantially perpendicular to the hollow fibres. A third set may also be present, for example, a set of insulated electrically conductive elements (as shown in Figure 1), substantially parallel to the hollow fibres, or a set of electrically conductive elements, being contained within the hollow fibres, or another set of hollow fibres, also containing electrophoretic material, being substantially perpendicular to the original hollow fibres. A display device comprising the woven material is also described which further includes electrical connectors connecting to the electrically conductive elements and circuitry connected to the electrical connectors and driving the display device.",KONINKL PHILIPS ELECTRONICS NV,EVES DAVID A; SCHLANGEN LUCAS J M,2006-09-06,2004-12-14,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1697791A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,G02F1/167; A41D1/00; A41D27/08; D03D15/00; A41D13/01,D03D1/0088; A41D1/002; D10B2401/16; D10B2501/00; G02F2201/02; D10B2101/20; D03D15/00; G02F1/167; Y10T442/3374; Y10T442/3106; Y10T442/3228,,,
EPO,EP1778904A1,EP1778904A1,A fibre or filament,A fibre (2) or filament comprising: a solid-state electrolyte ; and first (4) and second (6) electrodes spaced apart from one another.,KONINKL PHILIPS ELECTRONICS NV,KRANS JAN M; WILDERBEEK JOHANNES T A; DEN TOONDER JACOB M J; VAN BRUGGEN MICHEL P B,2007-05-02,2005-08-08,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1778904A1&KC=A1,electrodes; textile electronics,wearable health monitoring; smart textiles,F03G7/00; D02G3/44,F03G7/029; D02G3/441; F05C2225/00; D02G3/44; Y10T428/2913; F03G7/0121,,,
EPO,EP1719101B1,EP1719101B1,A fabric,"A fabric (2; 20) formed from a plurality of first fibers or filaments (4), and a plurality of second fibers or filaments (6); the first fibers or filaments being non-conductive and comprising an electro-optically active material; and the second fibers or filaments being conductive; whereby a voltage difference between two second fibers causes a colour change in a first fiber positioned therebetween.",KONINKL PHILIPS ELECTRONICS NV,KRANS JAN M; VAN BRUGGEN MICHEL P B; DEN TOONDER JACOB M J; WILDERBEEK JOHANNES T A,2007-08-29,2005-02-17,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1719101B1&KC=B1,conductive; textile electronics,wearable health monitoring; smart textiles,G09F23/00; G09F21/02; G09F9/37; G09F9/33,G09F21/02; G09F9/375; G09F9/372; D10B2401/00; G09F23/00; G09F9/33; Y10T442/45; Y10T442/3179; Y10T442/3976; Y10T442/3187; D03D15/00,,,
EPO,EP1733299A1,EP1733299A1,Textile form touch sensor,"A textile form touch sensor comprises first and second outer conductive layers, and a third layer, intermediate of the first and second layers. The third layer comprises a non-conductive textile coated with a piezoresistive material. In a preferred embodiment, the piezoresistive material is coated on the non­conductive third layer so as to form an arrangement of defined blocks of piezoresistive material, and the first, second and third layers are joined together in a series of straight lines, the lines running in between the defined blocks of piezoresistive material.",KONINKL PHILIPS ELECTRONICS NV,KRANS JAN M; VAN BRUGGEN MICHEL P; DESTURA GALILEO J A; DEN TOONDER JACOB M J; WILDERBEEK JOHANNES T A,2006-12-20,2005-03-24,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1733299A1&KC=A1,conductive textile,wearable health monitoring; smart textiles,A41D1/00; G01L1/18; G06F3/045; G06F3/033; G01L1/20; G01L5/22; G06F3/041,G01L1/18; H01H13/704; G01L1/20; G06F3/045; A41D1/002; H01H2203/0085; Y10T442/3976; Y10T442/2418; Y10T442/3707; Y10T442/659,,,
